iter	Logloss
0	0.6295598244
1	0.6052999068
2	0.5538215482
3	0.5182178731
4	0.4877159897
5	0.4578278834
6	0.4288985272
7	0.4046244096
8	0.381277061
9	0.3654787647
10	0.3456982671
11	0.3295178472
12	0.3167979961
13	0.3023061013
14	0.2895091154
15	0.2795720937
16	0.2696695133
17	0.2624304324
18	0.2528984226
19	0.2426205071
20	0.2357408173
21	0.2265967233
22	0.2207205948
23	0.2147220067
24	0.2077324381
25	0.2028843471
26	0.1956404083
27	0.1887976199
28	0.1823678153
29	0.1777567961
30	0.172455955
31	0.1676920365
32	0.1630407528
33	0.1573822333
34	0.1515442829
35	0.1479768091
36	0.1439873832
37	0.1395202325
38	0.1355361938
39	0.1335559144
40	0.1301537027
41	0.1256730994
42	0.1223859826
43	0.1193071404
44	0.1172874217
45	0.1142947761
46	0.1118606879
47	0.109921942
48	0.1079577543
49	0.1065492669
50	0.1038735059
51	0.1023236489
52	0.09990522424
53	0.09753041949
54	0.09609882588
55	0.09376370177
56	0.09178502608
57	0.08979279654
58	0.08788137631
59	0.08680908047
60	0.0852778065
61	0.08376997344
62	0.08212700669
63	0.08026537214
64	0.07881759332
65	0.07751187694
66	0.07611423415
67	0.0744188659
68	0.07295289332
69	0.07133408371
70	0.070289098
71	0.06921150052
72	0.06797033816
73	0.06690955649
74	0.06565151604
75	0.0644092443
76	0.06328683581
77	0.06238521654
78	0.0610300609
79	0.05976549265
80	0.05877819451
81	0.05794796068
82	0.05732734836
83	0.05628683908
84	0.05541125706
85	0.05452222629
86	0.05379333885
87	0.05271200453
88	0.05155025404
89	0.0507661547
90	0.05006775759
91	0.0491209108
92	0.04848942659
93	0.04780076475
94	0.04707043317
95	0.04621991527
96	0.0454544807
97	0.04489614526
98	0.04416022009
99	0.04353893825
100	0.04303701751
101	0.04221025194
102	0.04166427924
103	0.04130377478
104	0.04076010646
105	0.04020451916
106	0.03943983584
107	0.03895556392
108	0.03834687836
109	0.03793858898
110	0.03734601079
111	0.0366839078
112	0.03632800433
113	0.03597211254
114	0.03566317656
115	0.03521523768
116	0.03487459689
117	0.03451603481
118	0.03409594322
119	0.03364458668
120	0.03317719284
121	0.03262304773
122	0.0322561556
123	0.03195261274
124	0.03168990466
125	0.03141463922
126	0.03103486275
127	0.03071263372
128	0.03040960662
129	0.03013756616
130	0.0297617815
131	0.02940575736
132	0.02906869382
133	0.02867673173
134	0.02840756397
135	0.02806416336
136	0.02776739549
137	0.02755513483
138	0.02722022777
139	0.02690814661
140	0.02668159251
141	0.0264035186
142	0.02609861919
143	0.0258109229
144	0.02557907883
145	0.02535458
146	0.02505302818
147	0.02483132031
148	0.02454116588
149	0.02436892451
150	0.02409710787
151	0.02391044072
152	0.02366789214
153	0.02345321616
154	0.02316248368
155	0.02292953803
156	0.02270071458
157	0.02250168469
158	0.02221844148
159	0.02200756268
160	0.02181354639
161	0.02160609693
162	0.02137841205
163	0.02117887614
164	0.02094522982
165	0.02076669421
166	0.02058046886
167	0.02041741974
168	0.02022895424
169	0.02000477655
170	0.01977057749
171	0.01960687053
172	0.01941659499
173	0.0192681585
174	0.01911722105
175	0.01897486278
176	0.01876066558
177	0.01858643902
178	0.01842379473
179	0.01832389442
180	0.01818454898
181	0.01805315991
182	0.01792339792
183	0.01780758877
184	0.01770359351
185	0.01755697289
186	0.0173996828
187	0.01725129108
188	0.01711232711
189	0.01697477613
190	0.01687927635
191	0.01676249991
192	0.01662047639
193	0.01653433819
194	0.0163817503
195	0.01626656007
196	0.01615187003
197	0.01603645792
198	0.01592483423
199	0.01579323107
200	0.01568547268
201	0.01553418588
202	0.01539454655
203	0.01523732555
204	0.0151134452
205	0.0150320345
206	0.01491630515
207	0.01483648748
208	0.01472488131
209	0.01461267277
210	0.01452250481
211	0.01441665085
212	0.01429220024
213	0.01419770474
214	0.01409869486
215	0.01401038656
216	0.01393212007
217	0.01384701826
218	0.01376416732
219	0.01368474085
220	0.01360268885
221	0.01351058824
222	0.01343307495
223	0.01332987182
224	0.01326794138
225	0.01317923507
226	0.01310316592
227	0.01300114028
228	0.01295179056
229	0.01288474823
230	0.01278641662
231	0.01271562479
232	0.01263651751
233	0.01257451213
234	0.01249569679
235	0.0124414152
236	0.01235958897
237	0.01227572013
238	0.01220271539
239	0.01212444597
240	0.01205560139
241	0.01195319234
242	0.01189538216
243	0.01182809168
244	0.01173459656
245	0.01165828218
246	0.01157741936
247	0.01149595416
248	0.01143838921
249	0.01134940556
250	0.01127401274
251	0.0112227362
252	0.01116908034
253	0.01109609409
254	0.01102566816
255	0.0109639197
256	0.0109061825
257	0.01086208188
258	0.01079604674
259	0.01074955999
260	0.0106781726
261	0.01061999749
262	0.01057692061
263	0.0105361919
264	0.01048769951
265	0.01042216359
266	0.01036082287
267	0.01031296788
268	0.01024792924
269	0.010199504
270	0.01014746257
271	0.0100953686
272	0.01004913388
273	0.009995592857
274	0.009923829838
275	0.00987154513
276	0.009813195832
277	0.009752275506
278	0.009703838582
279	0.009669700934
280	0.009622045439
281	0.009575431201
282	0.009535906266
283	0.009489077938
284	0.009443129325
285	0.009384350874
286	0.009333729257
287	0.009280345878
288	0.009235304229
289	0.009193058403
290	0.009153188978
291	0.009100312603
292	0.009056889281
293	0.009023034816
294	0.008969542445
295	0.008935055441
296	0.00890225391
297	0.008859716143
298	0.008818558284
299	0.008780194302
300	0.008740065049
301	0.008712720871
302	0.008679990379
303	0.008640565678
304	0.008598669208
305	0.008563794895
306	0.008526554886
307	0.008485892354
308	0.008450436106
309	0.008415000293
310	0.008385501589
311	0.008345119321
312	0.008309203751
313	0.008284406273
314	0.008242879595
315	0.008208587218
316	0.008170982283
317	0.00813855541
318	0.008113836269
319	0.008086345147
320	0.008050182887
321	0.008020631148
322	0.007991073083
323	0.00795613503
324	0.007914773299
325	0.007884825492
326	0.007854202815
327	0.007816717089
328	0.007783585665
329	0.0077625878
330	0.007731060106
331	0.007698682863
332	0.007668913627
333	0.007628293427
334	0.007602930069
335	0.007575206367
336	0.007544046519
337	0.007509653909
338	0.007476589631
339	0.007451288068
340	0.007421686698
341	0.007389960484
342	0.007352381336
343	0.007328761354
344	0.007299011581
345	0.007265031094
346	0.007247204683
347	0.007225762095
348	0.007206062881
349	0.007179223275
350	0.007153304742
351	0.00713175073
352	0.007100308671
353	0.007075620671
354	0.007046225606
355	0.007014658013
356	0.006983500111
357	0.006957382085
358	0.006929371308
359	0.00690458794
360	0.006874444047
361	0.006849611535
362	0.006829698718
363	0.006810688486
364	0.006789746576
365	0.006767107516
366	0.006742706591
367	0.006721741813
368	0.006693053732
369	0.006667386269
370	0.006635815757
371	0.006619411585
372	0.006590520119
373	0.006562261192
374	0.006541669612
375	0.006518732772
376	0.006498585915
377	0.006477135541
378	0.006454599147
