iter	Logloss
379	0.006432614521
380	0.006408277823
381	0.006382375834
382	0.006361972069
383	0.006335539234
384	0.006308685517
385	0.006291176348
386	0.006269520156
387	0.00625051479
388	0.006229524223
389	0.006208044655
390	0.006188394099
391	0.006173029238
392	0.006157920798
393	0.006126321579
394	0.006103218332
395	0.006065600259
396	0.006047533969
397	0.006028055172
398	0.006003844981
399	0.005984445007
400	0.005962601487
401	0.005947424441
402	0.005927842491
403	0.005912867371
404	0.005895441892
405	0.005874272755
406	0.005857211716
407	0.005837940683
408	0.005819605321
409	0.005797375951
410	0.005779558785
411	0.005764570042
412	0.005745707726
413	0.005721416765
414	0.005704204404
415	0.00569359429
416	0.005675405386
417	0.005653555539
418	0.005636669665
419	0.005619056371
420	0.005606377855
421	0.005590954605
422	0.005577705831
423	0.00555331561
424	0.005531801983
425	0.005513793108
426	0.005493467681
427	0.005478571386
428	0.005458067875
429	0.005441052573
430	0.005419184237
431	0.005402885165
432	0.005384742484
433	0.005361838243
434	0.005343278573
435	0.005324765614
436	0.005305201667
437	0.005286044491
438	0.005271444029
439	0.005258102806
440	0.005244127585
441	0.005227673784
442	0.005215100853
443	0.005196132952
444	0.005179331741
445	0.005164775556
446	0.00514918736
447	0.005135468561
448	0.005122740901
449	0.005108811904
450	0.005092079299
451	0.005076694489
452	0.005062694452
453	0.005050829479
454	0.005035526898
455	0.005021982777
456	0.005007658686
457	0.004994587996
458	0.004982667067
459	0.004965874614
460	0.004952101318
461	0.00493524999
462	0.004916520021
463	0.004898419672
464	0.004883528729
465	0.004868246098
466	0.004852718236
467	0.004839158545
468	0.004823569376
469	0.004809834519
470	0.004792566689
471	0.004778188589
472	0.004763156054
473	0.004752363964
474	0.004739127354
475	0.004724117688
476	0.004710931681
477	0.004696407123
478	0.004682692703
479	0.004671301161
480	0.004657256847
481	0.004645217681
482	0.00463554032
483	0.004624519543
484	0.004614017934
485	0.004601446463
486	0.004587157892
487	0.004576394023
488	0.004562909749
489	0.004549654649
490	0.004538121515
491	0.004527193186
492	0.004510789988
493	0.004497299389
494	0.004487034739
495	0.004478743612
496	0.004464816074
497	0.004464407843
498	0.004455198074
499	0.004444168052
500	0.004431639885
501	0.004424586588
502	0.004415697954
503	0.004402445774
504	0.004393200972
505	0.004380835806
506	0.00436808625
507	0.004359875893
508	0.004347890251
509	0.004337633873
510	0.00432591049
511	0.004314879009
512	0.004304298089
513	0.00429286081
514	0.004281295076
515	0.004272196244
516	0.004261346739
517	0.004253020579
518	0.004241776466
519	0.004232969089
520	0.004222262636
521	0.00421044048
522	0.004201554766
523	0.004192711869
524	0.004184095714
525	0.004174093811
526	0.004163816997
527	0.004155223224
528	0.004146957397
529	0.004136017391
530	0.004127134596
531	0.004118737396
532	0.0041059241
533	0.004096700707
534	0.00408984301
535	0.004081041959
536	0.004070005368
537	0.004060334819
538	0.004053031182
539	0.004042062711
540	0.004033954289
541	0.00402089333
542	0.004013530575
543	0.004001218932
544	0.003990698834
545	0.003982986236
546	0.003972799194
547	0.003963093125
548	0.003954438774
549	0.003944393323
550	0.003933584933
551	0.003925210359
552	0.003915287767
553	0.003908226928
554	0.003897237291
555	0.0038895933
556	0.003880538989
557	0.00387023882
558	0.003858136401
559	0.003849024189
560	0.003840296366
561	0.003834434188
562	0.003827115468
563	0.003818925303
564	0.003814071538
565	0.003808291591
566	0.003800389961
567	0.003793079026
568	0.003782403226
569	0.003774439315
570	0.00376463496
571	0.003755757273
572	0.003748874762
573	0.003741976436
574	0.003732791239
575	0.003725751322
576	0.003718742059
577	0.003709684586
578	0.003701655962
579	0.003694438204
580	0.003686775967
581	0.003678782862
582	0.003669778668
583	0.003661246932
584	0.003653629459
585	0.003653582018
586	0.003646263541
587	0.003638700563
588	0.00363202241
589	0.003625039665
590	0.003617346287
591	0.003607916832
592	0.003599524985
593	0.003590126913
594	0.003583335633
595	0.00357498855
596	0.003566127407
597	0.003557677902
598	0.003551072734
599	0.003550998775
600	0.003540938728
601	0.003540914399
602	0.003531033895
603	0.003524154546
604	0.003514106906
605	0.003514106906
606	0.003507433132
607	0.003498082015
608	0.003490509792
609	0.003480416901
610	0.00347407594
611	0.003466094757
612	0.003460070308
613	0.003453628628
614	0.003453596757
615	0.003443857115
616	0.003438589038
617	0.003431710905
618	0.003425045403
619	0.00341945473
620	0.003412439142
621	0.003406146351
622	0.00339796981
623	0.003397974433
624	0.003390784653
625	0.003382943358
626	0.00337612483
627	0.003368982004
628	0.003363167266
629	0.003361215883
630	0.003355759261
631	0.003348333495
632	0.00334084034
633	0.003334205491
634	0.00333159943
635	0.003322669925
636	0.003315239537
637	0.003308927283
638	0.003303523939
639	0.003303525399
640	0.00329798606
641	0.003289673523
642	0.003282841371
643	0.003274727354
644	0.003269257351
645	0.003263152862
646	0.003257569975
647	0.003257553675
648	0.003250547818
649	0.003248126409
650	0.003241807101
651	0.00323609211
652	0.003228779958
653	0.003223103406
654	0.003218372744
655	0.003211161555
656	0.003204954887
657	0.00320013056
658	0.00320013056
659	0.003194567379
660	0.00318725839
661	0.003181584027
662	0.003181551914
663	0.003173213102
664	0.003168405805
665	0.003162166537
666	0.003162166537
667	0.003157664318
668	0.003149996972
669	0.003144368347
670	0.003138316164
671	0.003132444255
672	0.003127472255
673	0.003120364705
674	0.003114740703
675	0.00310885371
676	0.003103439175
677	0.003097889375
678	0.003091099311
679	0.003084699962
680	0.003080038149
681	0.003073147365
682	0.003066186759
683	0.003066186759
684	0.003066210358
685	0.003058072256
686	0.003052337316
687	0.003046869258
688	0.003041556417
689	0.003041551064
690	0.003036321912
691	0.003036321912
692	0.003032464884
693	0.003027459067
694	0.003018009419
695	0.003013387505
696	0.003008191196
697	0.00300817222
698	0.003001076591
699	0.002997175285
700	0.002991270289
701	0.002985609308
702	0.002982172431
703	0.002977173182
704	0.002971295921
705	0.002965956318
706	0.00295933704
707	0.002952750848
708	0.002948449339
709	0.002944168509
710	0.002937095992
711	0.002932772588
712	0.002928458914
713	0.002924730826
714	0.002917369045
715	0.002912197551
716	0.002912190982
717	0.002909885134
718	0.002904717776
719	0.002900935679
720	0.002896711048
721	0.002896711048
722	0.002889821967
723	0.002886241309
724	0.002886226469
725	0.002884005284
726	0.002877571631
727	0.002877550466
728	0.00287240768
729	0.00287240768
730	0.002872399895
731	0.002872399895
732	0.002868068462
733	0.00286807795
734	0.00286807795
735	0.002861666679
736	0.002858102078
737	0.002852243793
738	0.002846823906
739	0.002842809716
740	0.002842796579
741	0.002838063727
742	0.002837783706
743	0.00282988159
744	0.002824794273
745	0.00282482663
746	0.002820288648
747	0.002814511864
748	0.002810257065
749	0.00281028261
750	0.002805334208
751	0.00279992162
752	0.002799928432
753	0.002794191789
754	0.002794148484
755	0.002789008861
756	0.002789008861
757	0.00278507763
758	0.002785059871
759	0.002785009267
760	0.00278317977
761	0.002783115543
762	0.002783115543
763	0.002783115543
764	0.002782527281
765	0.002782444565
766	0.002782420723
767	0.002777238768
768	0.002772226382
769	0.002766363961
770	0.002766284164
771	0.002763182533
772	0.002763175235
773	0.002760645808
774	0.002760588879
775	0.002756875388
776	0.002752184625
777	0.002748159
778	0.002742126037
779	0.002737845207
780	0.002732795599
781	0.00272847268
782	0.002728488007
783	0.002728488007
784	0.002727385686
785	0.002727388606
786	0.002722562089
787	0.002722555764
788	0.002717881543
789	0.002714827596
790	0.002714782345
791	0.002711205823
792	0.002705409089
793	0.002701812861
794	0.002701804346
795	0.002701792425
796	0.002701720413
797	0.002699482441
798	0.002695844125
799	0.002692248627
800	0.002692242545
801	0.002688966965
802	0.002684204919
803	0.002684208812
804	0.002680987971
805	0.002680975077
806	0.002676494754
807	0.002676476021
808	0.002676476021
809	0.002673261506
810	0.002673269291
811	0.002671206727
812	0.002666712294
813	0.002661172225
814	0.002661141814
815	0.00265752442
816	0.002655844786
817	0.002651496809
818	0.002646905305
819	0.002646915523
820	0.002643053872
821	0.002639145267
822	0.002639145267
823	0.002634579795
824	0.002631120779
825	0.002631120293
826	0.002627805058
827	0.002627817465
828	0.002623823711
829	0.002620004878
830	0.002619984199
831	0.002614968407
832	0.002614933617
833	0.002614926319
834	0.002614914398
835	0.002609945317
836	0.002603831583
837	0.002600648452
838	0.0026006268
839	0.002596286608
840	0.002596270551
841	0.002596275174
842	0.002596273471
843	0.002592139098
844	0.002587669723
845	0.002587671669
846	0.002583798097
847	0.002582307738
848	0.002578026178
849	0.002578005985
850	0.002573791085
851	0.002573791085
852	0.002573675525
853	0.002573609839
854	0.002573548531
855	0.002568424964
856	0.002564388878
857	0.002560284916
858	0.002556795003
859	0.002552095725
860	0.002552119566
861	0.002552093292
862	0.002552105943
863	0.002549050292
864	0.00254562339
865	0.002545628742
866	0.002541385621
867	0.002541385621
868	0.002536989718
869	0.002532677748
870	0.002529098063
871	0.002529081276
872	0.002529008534
873	0.002529008534
874	0.002524191993
875	0.002520659505
876	0.002517551305
877	0.002517552035
878	0.002517534032
879	0.002514207606
880	0.002510766594
881	0.002506762135
882	0.00250673659
883	0.002506757756
884	0.00250367729
885	0.002499658234
886	0.002499634636
887	0.002496262959
888	0.002493463974
889	0.002493463974
890	0.002493447674
891	0.00249334744
892	0.002493323842
893	0.002493336006
894	0.002489441268
895	0.002486207777
896	0.002482735138
897	0.002478457957
898	0.002474830345
899	0.002474804314
900	0.002474314826
901	0.002474221891
902	0.002470773094
903	0.002468212283
904	0.002468185522
905	0.0024659838
906	0.002465981123
907	0.002465981123
908	0.002465981123
909	0.002465947064
910	0.002465982826
911	0.002462519432
912	0.002462499482
913	0.002458864572
914	0.002455892368
915	0.002453979911
916	0.002450515299
917	0.002446163917
918	0.002446167323
919	0.00244616489
920	0.002446158322
921	0.002441399681
922	0.002438933995
923	0.002434876257
924	0.002434869202
925	0.002434898882
926	0.002431529152
927	0.002427154658
928	0.002422805708
929	0.002419886297
930	0.002419886297
931	0.002416452096
932	0.002413712472
933	0.00241046633
934	0.002410451733
935	0.002410448327
936	0.002410450517
937	0.002410445408
938	0.002405042064
939	0.0024016772
940	0.00240167647
941	0.002401673307
942	0.002398997424
943	0.002398991098
944	0.002398991098
945	0.002398944144
946	0.002393435459
947	0.002393419645
948	0.002391442961
949	0.002388616484
950	0.002384955542
951	0.002381651256
952	0.00238022415
953	0.002380212716
954	0.002376326979
955	0.002376325033
956	0.002374244953
957	0.002371569069
958	0.002368418051
959	0.002368419998
960	0.002368435324
961	0.002365302066
962	0.002362618398
963	0.002359768809
964	0.002359744967
965	0.002359730613
966	0.002359733533
967	0.002355755592
968	0.002355522526
969	0.002355487979
970	0.002354653028
971	0.002352756383
972	0.002352756383
973	0.00235275687
974	0.002352739354
975	0.002352633525
976	0.002352633525
977	0.002352622091
978	0.002352589977
979	0.00235257392
980	0.002349220977
981	0.002344956203
982	0.002342204658
983	0.002338374877
984	0.002334723911
985	0.002332370622
986	0.002332368189
987	0.002332367216
988	0.002328033837
989	0.002328042838
990	0.002328037243
991	0.002328039189
992	0.002324940234
993	0.002324933908
994	0.002324933908
995	0.002321413585
996	0.002321413585
997	0.002320989784
998	0.002320984918
999	0.002321001948
